,Host,Parasite,ParasiteFull,group,hostgroup
62021,Corvus corone,Brachylecithum eugenia,"Brachylecithum eugenia Oschmarin, 1947",Trematodes,Aves
62022,Nucifraga caryocatactes,Brachylecithum eugenia,"Brachylecithum eugenia Oschmarin, 1947",Trematodes,Aves
62023,Circus pygargus,Brachylecithum filiforme,"Brachylecithum filiforme (Skrjabini, 1913)",Trematodes,Aves
62024,Hypotriorchis subbuteo,Brachylecithum filiforme,"Brachylecithum filiforme (Skrjabini, 1913)",Trematodes,NA
62025,Pyhrrhula pyrrhula,Brachylecithum filiforme,"Brachylecithum filiforme biologica Semenov, 1927",Trematodes,NA
62026,Columba livia,Brachylecithum filum,"Brachylecithum filum (Dujardin, 1845)",Trematodes,Aves
62027,Streptopelia orientalis,Brachylecithum filum,"Brachylecithum filum (Dujardin, 1845)",Trematodes,Aves
62028,Fringilla coelebs,Brachylecithum fringillae,"Brachylecithum fringillae (Layman, 1923)",Trematodes,Aves
62029,Turdus philomelos,Brachylecithum fringillae,"Brachylecithum fringillae (Layman, 1923)",Trematodes,Aves
62030,Montifringilla nivalis,Brachylecithum kirghisensis,"Brachylecithum kirghisensis Evranova, 1952",Trematodes,Aves
62031,Cuculus canorus,Brachylecithum lanicola,"Brachylecithum lanicola (Layman, 1926)",Trematodes,Aves
62032,Cuculus optatus,Brachylecithum lanicola,"Brachylecithum lanicola (Layman, 1926)",Trematodes,Aves
62033,Lanius collurio,Brachylecithum lanicola,"Brachylecithum lanicola (Layman, 1926)",Trematodes,Aves
62034,Lanius cristatus,Brachylecithum lanicola,"Brachylecithum lanicola (Layman, 1926)",Trematodes,Aves
62035,Sylvia atricapilla,Brachylecithum lanicola,"Brachylecithum lanicola (Layman, 1926)",Trematodes,Aves
62036,Upupa epops,Brachylecithum lanicola,"Brachylecithum lanicola (Layman, 1926)",Trematodes,Aves
62037,Hypotriorchis subbuteo,Brachylecithum laymani,"Brachylecithum laymani (Travassos, 1944)",Trematodes,NA
62038,Riparia riparia,Brachylecithum laymani,"Brachylecithum laymani (Travassos, 1944)",Trematodes,Aves
62039,Riparia riparia,Brachylecithum loossi,"Brachylecithum loossi (Layman, 1926)",Trematodes,Aves
62040,Merops apiaster,Brachylecithum magnitestium,"Brachylecithum magnitestium (Layman, 1922)",Trematodes,Aves
62041,Alectoris graeca,Brachylecithum papabejani,"Brachylecithum papabejani (Skrjabini et Udinzev, 1930)",Trematodes,Aves
62042,Apus pacificus,Brachylecithum praetenius,"Brachylecithum praetenius Oschmarin, 1952",Trematodes,Aves
62043,Apodemus peninsulae,Brachylecithum rodentini,"Brachylecithum rodentini (Agapova, 1955)",Trematodes,Mammalia
62044,Myodes rufocanus,Brachylecithum rodentini,"Brachylecithum rodentini (Agapova, 1955)",Trematodes,NA
62045,Myodes rutilus,Brachylecithum rodentini,"Brachylecithum rodentini (Agapova, 1955)",Trematodes,NA
62046,Tetraogallus himalayensis,Brachylecithum tetraogalli,"Brachylecithum tetraogalli Gvozdev, 1953",Trematodes,Aves
62047,Chionophilos alpestris,Brachylecithum ungurica,"Brachylecithum ungurica Evranova, 1952",Trematodes,NA
62048,Cyanistes cyanus,Brachylecithum ungurica,"Brachylecithum ungurica Evranova, 1952",Trematodes,Aves
62049,Actitis hypoleucos,Brachylecithum vanellicola,"Brachylecithum vanellicola (Layman, 1922)",Trematodes,Aves
62050,Charadrius dubius,Brachylecithum vanellicola,"Brachylecithum vanellicola (Layman, 1922)",Trematodes,Aves
62051,Chettusia leucura,Brachylecithum vanellicola,"Brachylecithum vanellicola (Layman, 1922)",Trematodes,NA
62052,Hirundo rustica,Brachylecithum vanellicola,"Brachylecithum vanellicola (Layman, 1922)",Trematodes,Aves
62053,Phylloscopus trochilus,Brachylecithum vanellicola,"Brachylecithum vanellicola (Layman, 1922)",Trematodes,Aves
62054,Tringa totanus,Brachylecithum vanellicola,"Brachylecithum vanellicola (Layman, 1922)",Trematodes,Aves
62055,Auxis thazard,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62056,Gadus capellanus,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,NA
62057,Lophius piscatorius,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62058,Merlangius merlangus,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62059,Micromesistius poutassou,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62060,Oncorhynchus keta,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62061,Oncorhynchus masu,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,NA
62062,Reinhardtius hippoglossoides,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62063,Salvelinus leucomaenis,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62064,Teleostei,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,NA
62065,Triacanthodes ethiops,Bucephalopsis gracilescens,"Bucephalopsis gracilescens (Rudolphi, 1819)",Trematodes,Teleostei
62066,Lucioperca lucioperca,Bucephalus markewitschi,"Bucephalus markewitschi Koval, 1949",Trematodes,NA
62067,Perca fluviatilis,Bucephalus markewitschi,"Bucephalus markewitschi Koval, 1949",Trematodes,Teleostei
62068,Sander lucioperca,Bucephalus markewitschi,"Bucephalus markewitschi Koval, 1949",Trematodes,NA
62069,Stizostedion volgensis,Bucephalus markewitschi,"Bucephalus markewitschi Koval, 1949",Trematodes,NA
62070,Silurus glanis,Bychowskycreadium bychowsky,"Bychowskycreadium bychowsky Mikailov, 1968",Trematodes,Teleostei
62071,Silurus glanis,Bychowskycreadium schiliani,"Bychowskycreadium schiliani Mikailov, 1967",Trematodes,Teleostei
62072,Gallinago gallinago,Catatropis charadrii,"Catatropis charadrii Skrjabin, 1915",Trematodes,Aves
62073,Tringa ochropus,Catatropis charadrii,"Catatropis charadrii Skrjabin, 1915",Trematodes,Aves
62074,Anser fabalis,Catatropis hisikui,"Catatropis hisikui Yamaguti, 1939",Trematodes,Aves
62075,Anas platyrhynchos,Catatropis joyeuxi,"Catatropis joyeuxi Dvoryadkin, 1989",Trematodes,Aves
62076,Helicorbis sujfunensis,Catatropis joyeuxi,"Catatropis joyeuxi Dvoryadkin, 1989",Trematodes,NA
62077,Spatula clypeata,Catatropis joyeuxi,"Catatropis joyeuxi Dvoryadkin, 1989",Trematodes,NA
62078,Arvicola amphibius,Catatropis morosovi,"Catatropis morosovi Gubanov et al., 1966",Trematodes,Mammalia
62079,Bithynia contortrix,Catatropis morosovi,"Catatropis morosovi Gubanov et al., 1966",Trematodes,NA
62080,Microtus fortis,Catatropis morosovi,"Catatropis morosovi Gubanov et al., 1966",Trematodes,Mammalia
62081,Microtus maximowiczii,Catatropis morosovi,"Catatropis morosovi Gubanov et al., 1966",Trematodes,Mammalia
62082,Fulica atra,Catatropis orientalis,"Catatropis orientalis Harshe, 1932",Trematodes,Aves
62083,Acheilognathus rhombea,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62084,Anas crecca,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62085,Anas formosa,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62086,Ardea cinerea,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62087,Ardea cinerea,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62088,Carassius auratus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62089,Culter alburnus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62090,Cyprinus carpio,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62091,Ardea alba,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62092,Egretta intermedia,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62093,Erythroculter erythropteris,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62094,Erythroculter oxycephalus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62095,Hemiculter eigenmanni,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62096,Homo sapiens,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Mammalia
62097,Juga amurensis,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62098,Juga buettneri,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62099,Juga calculus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62100,Juga czerskii,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62101,Juga extensa,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62102,Juga henkelomiana,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62103,Juga heukelomiana,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62104,Juga nodosa,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62105,Juga tegulata,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62106,Leuciscus hakonensis,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62107,Leuciscus waleckii,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62108,Misgurnus anguillicaudatus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62109,Nemachilus barbatulus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62110,Nycticorax nycticorax,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62111,Paracheilognathus rhombea,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62112,Parasilurus asotus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62113,Phalacrocorax carbo,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Aves
62114,Phoxinus lagowskii,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62115,Pseudorasbora parva,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62116,Rhodeus atremius,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62117,Rhodeus ocellatus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62118,Tanakia limbata,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62119,Rhodeus sericeus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62120,Rhodeus uyekii,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62121,Zacco platypus,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,Teleostei
62122,Zacco temminckii,Centrocestus armatus,"Centrocestus armatus (Tanabe, 1922)",Trematodes,NA
62123,Valvata piscinalis,Cercaria abyssicola,"Cercaria abyssicola Wesenberg-Lund, 1934",Trematodes,Gastropoda
62124,Fagotia dneprensis,Cercaria alia,Cercaria alia,Trematodes,NA
62125,Microcolpia canaliculata,Cercaria alia,Cercaria alia,Trematodes,NA
62126,Microcolpia potamoctebia,Cercaria alia,Cercaria alia,Trematodes,NA
62127,Radix auricularia,Cercaria auriculariae,Cercaria auriculariae Zdun,Trematodes,Gastropoda
62128,Fagotia berlani,Cercaria curta,Cercaria curta,Trematodes,NA
62129,Fagotia dneprensis,Cercaria curta,Cercaria curta,Trematodes,NA
62130,Microcolpia canaliculata,Cercaria curta,Cercaria curta,Trematodes,NA
62131,Microcolpia potamoctebia,Cercaria curta,Cercaria curta,Trematodes,NA
62132,Radix auricularia,Cercaria ephemera,Cercaria ephemera Nitsch,Trematodes,Gastropoda
62133,Microcolpia canaliculata,Cercaria fuscicaudata,Cercaria fuscicaudata,Trematodes,NA
62134,Microcolpia potamoctebia,Cercaria fuscicaudata,Cercaria fuscicaudata,Trematodes,NA
62135,Microcolpia ucrainica,Cercaria fuscicaudata,Cercaria fuscicaudata,Trematodes,NA
62136,Anisus septemgyratus,Cercaria globocaudata,"Cercaria globocaudata Szidat, 1940",Trematodes,NA
62137,Planorbis planorbis,Cercaria globocaudata,"Cercaria globocaudata Szidat, 1940",Trematodes,NA
62138,Planorbis septemgyratus,Cercaria globocaudata,"Cercaria globocaudata Szidat, 1940",Trematodes,NA
62139,Planorbis planorbis,Cercaria gracilis,"Cercaria gracilis Wesenburg-Lund, 1934",Trematodes,NA
62140,Lymnaea stagnalis,Cercaria pseudogracilis,Cercaria pseudogracilis Zdun,Trematodes,Gastropoda
62141,Anisus kamtschaticus,Cercaria kamtschatica,"Cercaria kamtschatica Butorina, 1988",Trematodes,NA
62142,Planorbis planorbis,Cercaria kazachstanica,Cercaria kazachstanica II,Trematodes,NA
62143,Gyraulus ehrenbergi,Cercaria lacustris,Cercaria lacustris Bidulina,Trematodes,NA
62144,Radix auricularia,Cercaria lacustris,Cercaria lacustris Bidulina,Trematodes,Gastropoda
62145,Radix auricularia,Cercaria limnaea,Cercaria limnaea ovatae Linstow,Trematodes,Gastropoda
62146,Lymnaea auricularia,Cercaria laterolophocerca,"Cercaria laterolophocerca Hyalij & Deoray, 1995",Trematodes,Gastropoda
62147,Fagotia berlani,Cercaria lophocerca,Cercaria lophocerca,Trematodes,NA
62148,Fagotia danubialis,Cercaria lophocerca,Cercaria lophocerca,Trematodes,NA
62149,Radix auricularia,Cercaria onusta,Cercaria onusta Zdun,Trematodes,Gastropoda
62150,Helisoma anceps,Cercaria ornatae-type,Cercaria ornatae-type,Trematodes,Gastropoda
62151,Radix auricularia,Cercaria ornatae-type,Cercaria ornatae-type,Trematodes,Gastropoda
62152,Cyclonassa neritea,Cercaria pseudonassae,"Cercaria pseudonassae Dolgikh, 1966",Trematodes,NA
62153,Nassa reticulata,Cercaria pseudonassae,"Cercaria pseudonassae Dolgikh, 1966",Trematodes,NA
62154,Viviparus viviparus,Cercaria pugnax,"Cercaria pugnax La Valette, 1855",Trematodes,NA
62155,Fagotia berlani,Cercaria pulsans,Cercaria pulsans,Trematodes,NA
62156,Fagotia danubialis,Cercaria pulsans,Cercaria pulsans,Trematodes,NA
62157,Fagotia dneprensis,Cercaria pulsans,Cercaria pulsans,Trematodes,NA
62158,Microcolpia ucrainica,Cercaria pulsans,Cercaria pulsans,Trematodes,NA
62159,Melanopsis praemorsa,Cercaria rhionica,Cercaria rhionica VII,Trematodes,NA
62160,Melanopsis praemorsa,Cercaria rhionica,"Cercaria rhionica VIII Olenov & Doborovolskij, 1975",Trematodes,NA
62161,Melanopsis praemorsa,Cercaria rhionica,"Cercaria rhionica XI Olenov & Dobrovloskij, 1975",Trematodes,NA
62162,Melanopsis praemorsa,Cercaria rhionica,Cercaria rhionica XII Galactonov et al.,Trematodes,NA
62163,Radix auricularia,Cercaria stylosa,Cercaria stylosa Linstow,Trematodes,Gastropoda
62164,Fagotia dneprensis,Cercaria subulo,Cercaria subulo,Trematodes,NA
62165,Microcolpia canaliculata,Cercaria subulo,Cercaria subulo,Trematodes,NA
62166,Lymnaea auricularia,Cercaria unidiverticulata,"Cercaria unidiverticulata Sten'ko, 1992",Trematodes,Gastropoda
62167,Lymnaea fontinalis,Cercaria unidiverticulata,"Cercaria unidiverticulata Sten'ko, 1992",Trematodes,NA
62168,Anser cinereus,Cercarioides baylisi,"Cercarioides baylisi Nasmi, 1930",Trematodes,NA
62169,Sterna hirundo,Cercarioides baylisi,"Cercarioides baylisi Nasmi, 1930",Trematodes,Aves
62170,Cervus nippon,Ceylonocotyle petrowi,"Ceylonocotyle petrowi Davydova, 1961",Trematodes,Mammalia
62171,Ciconia ciconia,Chaunocephalus petrovi,"Chaunocephalus petrovi Schachtachtinskaja & Sailov, 1961",Trematodes,Aves
62172,Ciconia nigra,Chaunocephalus schulzi,"Chaunocephalus schulzi Gnedina, 1941",Trematodes,Aves
62173,Ardea cinerea,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62174,Bucephala clangula,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62175,Colymbus arcticus,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,NA
62176,Egretta garzetta,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62177,Gavia arctica,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62178,Zosterisessor ophiocephalus,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Teleostei
62179,Nycticorax nycticorax,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62180,Phalacrocorax carbo,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62181,Podiceps cristatus,Ciureana cryptocotyloides,"Ciureana cryptocotyloides Issaitschikoff, 1923",Trematodes,Aves
62182,Ardea cinerea,Clinostomum foliiforme,"Clinostomum foliiforme Braun, 1899",Trematodes,Aves
62183,Aythya marila,Cloacitrema marilae,"Cloacitrema marilae Cimbaluk & Leonov, 1963",Trematodes,Aves
62184,Limosa lapponica,Cloacitrema pharyngeata,"Cloacitrema pharyngeata Belopolskaja, 1963",Trematodes,Aves
62185,Tringa glareola,Cloacitrema pharyngeata,"Cloacitrema pharyngeata Belopolskaja, 1963",Trematodes,Aves
62186,Tringa nebularia,Cloacitrema pharyngeata,"Cloacitrema pharyngeata Belopolskaja, 1963",Trematodes,Aves
62187,Arenaria interpres,Cloeophora maris-albi,"Cloeophora maris-albi Ginezinskaja et Naumov, 1955",Trematodes,Aves
62188,Pelodiscus sinensis,Coeuritrema oschmarini,"Coeuritrema oschmarini Belous, 1963",Trematodes,Reptilia
62189,Abramis ballerus,Coitocaecum skrjabini,"Coitocaecum skrjabini Iwanitzky, 1928",Trematodes,Teleostei
62190,Gymnocephalus cernuus,Coitocaecum skrjabini,"Coitocaecum skrjabini Iwanitzky, 1928",Trematodes,Teleostei
62191,Brephulopsis cylindrica,Concinnum popovi,"Concinnum popovi (Kassimov, 1952)",Trematodes,NA
62192,Chorthippus macrocerus,Concinnum popovi,"Concinnum popovi (Kassimov, 1952)",Trematodes,NA
62193,Helicopsis dejecta,Concinnum popovi,"Concinnum popovi (Kassimov, 1952)",Trematodes,NA
62194,Helicopsis retowskii,Concinnum popovi,"Concinnum popovi (Kassimov, 1952)",Trematodes,NA
62195,Tettigonia viridissima,Concinnum popovi,"Concinnum popovi (Kassimov, 1952)",Trematodes,NA
62196,Xeropicta krynickii,Concinnum popovi,"Concinnum popovi (Kassimov, 1952)",Trematodes,NA
62197,Plegadis falcinellus,Contracoelum skrjabinianum,"Contracoelum skrjabinianum Witenburg, 1926",Trematodes,Aves
62198,Tetrastes bonasia,Corrigia bonasia,"Corrigia bonasia Oliger, 1950",Trematodes,Aves
62199,Apodemus sylvaticus,Corrigia muris,"Corrigia muris Tokobajev, 1956",Trematodes,Mammalia
62200,Trichocerca rattus,Corrigia muris,"Corrigia muris Tokobajev, 1956",Trematodes,NA
62201,Alectoris graeca,Corrigia plesiostomum,"Corrigia plesiostomum (Linstow, 1883)",Trematodes,Aves
62202,Actitis hypoleucos,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62203,Arenaria interpres,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62204,Limosa lapponica,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62205,Numenius phaeopus,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62206,Philomachus pugnax,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62207,Pluvialis squatarola,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62208,Xenus cinereus,Corrigia separatiorchis,"Corrigia separatiorchis Oshmarin, 1952",Trematodes,Aves
62209,Alectoris graeca,Corrigia skrjabini,"Corrigia skrjabini Kassimov, 1948",Trematodes,Aves
62210,Tetraogallus caucasicus,Corrigia skrjabini,"Corrigia skrjabini Kassimov, 1948",Trematodes,Aves
62211,Tetraogallus himalayensis,Corrigia skrjabini,"Corrigia skrjabini Kassimov, 1948",Trematodes,Aves
62212,Tetraogallus himalayensis,Corrigia ulari,"Corrigia ulari Gvosdev, 1953",Trematodes,Aves
62213,Coturnix coturnix,Corrigia victori,"Corrigia victori Guschanskaja, 1952",Trematodes,Aves
62214,Delichon urbicum,Cortrema magnicaudata,"Cortrema magnicaudata (Bychowskaya-Pavlovskaya, 1950)",Trematodes,NA
62215,Hirundo rustica,Cortrema magnicaudata,"Cortrema magnicaudata (Bychowskaya-Pavlovskaya, 1950)",Trematodes,Aves
62216,Motacilla alba,Cortrema magnicaudata,"Cortrema magnicaudata (Bychowskaya-Pavlovskaya, 1950)",Trematodes,Aves
62217,Clangula hyemalis,Cotylurostrigea brandivitellata,"Cotylurostrigea brandivitellata Belogurov, Maksimova & Tolkatscheva, 1966",Trematodes,Aves
62218,Helicorbis sujfunensis,Cotylurostrigea brandivitellata,"Cotylurostrigea brandivitellata Belogurov, Maksimova & Tolkatscheva, 1966",Trematodes,NA
62219,Blicca bjoerkna,Cotylurus communis,Cotylurus communis,Trematodes,Teleostei
62220,Anas acuta,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62221,Anas clypeata,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62222,Anas crecca,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62223,Anas platyrhynchos,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62224,Aythya ferina,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62225,Aythya nyroca,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62226,Lymnaea stagnalis,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Gastropoda
62227,Netta rufina,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Aves
62228,Stagnicola emarginata,Cotylurus flabelliformis,"Cotylurus flabelliformis (Faust, 1917)",Trematodes,Gastropoda
62229,Anas platyrhynchos,Cotylurus japonicus,"Cotylurus japonicus Ishii, 1932",Trematodes,Aves
62230,Homo sapiens,Cotylurus japonicus,"Cotylurus japonicus Ishii, 1932",Trematodes,Mammalia
62231,Larus crassirostris,Cotylurus japonicus,"Cotylurus japonicus Ishii, 1932",Trematodes,Aves
62232,Lymnaea lyogyra,Cotylurus japonicus,"Cotylurus japonicus Ishii, 1932",Trematodes,NA
62233,Anas platyrhynchos,Cotylurus szidati,"Cotylurus szidati Zazornova, 1991",Trematodes,Aves
62234,Pandion haliaetus,Cotylurus szidati,"Cotylurus szidati Zazornova, 1991",Trematodes,Aves
62235,Planorbarius corneus,Cotylurus szidati,"Cotylurus szidati Zazornova, 1991",Trematodes,NA
62236,Planorbis corneus,Cotylurus szidati,"Cotylurus szidati Zazornova, 1991",Trematodes,Gastropoda
62237,Ludwigothuria atra,Cotylurus tardus,"Cotylurus tardus (Steenstrup, 1842)",Trematodes,NA
62238,Lymnaea corniformis,Cotylurus tardus,"Cotylurus tardus (Steenstrup, 1842)",Trematodes,NA
62239,Lymnaea corvus,Cotylurus tardus,"Cotylurus tardus (Steenstrup, 1842)",Trematodes,NA
62240,Lymnaea stagnalis,Cotylurus tardus,"Cotylurus tardus (Steenstrup, 1842)",Trematodes,Gastropoda
62241,Brachymystax lenok,Crepidostomum baicalense,"Crepidostomum baicalense Layman, 1933",Trematodes,Teleostei
62242,Coregonus lavaretus,Crepidostomum baicalense,"Crepidostomum baicalense Layman, 1933",Trematodes,Teleostei
62243,Coregonus nasus,Crepidostomum baicalense,"Crepidostomum baicalense Layman, 1933",Trematodes,Teleostei
62244,Perca fluviatilis,Crepidostomum baicalense,"Crepidostomum baicalense Layman, 1933",Trematodes,Teleostei
62245,Thymallus thymallus,Crepidostomum baicalense,"Crepidostomum baicalense Layman, 1933",Trematodes,Teleostei
62246,Nemachilus barbatulus,Crepidostomum nemachilus,"Crepidostomum nemachilus Krotov, 1959",Trematodes,NA
62247,Nemachilus barbatulus,Crepidostomum oschmarini,"Crepidostomum oschmarini Zhokov & Pugacheva, 1998",Trematodes,NA
62248,Lota lota,Crepidostomum usuriense,"Crepidostomum usuriense Layman, 1930",Trematodes,Teleostei
62249,Abramis brama,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62250,Alburnus alburnus,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62251,Chondrostoma nasus,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62252,Gammarus balcanicus,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,NA
62253,Gymnocephalus cernuus,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62254,Lithoglyphus naticoides,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,NA
62255,Lota lota,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62256,Lucioperca lucioperca,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,NA
62257,Perca fluviatilis,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62258,Phoxinus phoxinus,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62259,Toxorhynchites rutilus,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,NA
62260,Sander lucioperca,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,NA
62261,Vimba vimba,Crowcrocaecum skrjabini,"Crowcrocaecum skrjabini (Iwanitzky, 1928)",Trematodes,Teleostei
62262,Larus canus,Cryptocotyle ransomi,"Cryptocotyle ransomi (Issaitschikoff, 1925)",Trematodes,Aves
62263,Caprimulgus indicus,Cryptotropa macrotestis,"Cryptotropa macrotestis Belopolskaja, 1954",Trematodes,Aves
62264,Haematopus ostralegus,Curtuteria haematopodis,"Curtuteria haematopodis Smogorjewskaja & Iskova, 1966",Trematodes,Aves
